x,y,z
0.104204,0.825406,-0.762271
-0.424016,0.15921,-0.0168985
-1.12561,0.551568,-0.283868
-0.567978,0.0256312,0.943654
1.12741,-0.758961,0.932006
0.914283,-0.936468,1.07101
1.32783,-0.351209,1.86531
1.31295,0.592543,1.30087
0.453276,0.847215,-0.126926
0.040968,0.786119,-1.48544
-0.748971,0.483855,0.339092
-0.23299,-0.260683,0.946985
1.10552,-1.3034,1.51738
1.9035,0.0694196,0.938517
0.700745,-0.0371433,1.15272
1.2601,0.750787,0.2994
0.0338881,-0.16515,0.512571
0.802371,0.69286,0.856211
1.18517,0.861375,0.65652
-0.717568,-0.338342,0.858605
-0.267843,0.136692,0.275048
0.0866319,0.433487,0.237454
0.624634,0.70921,0.239009
0.502878,1.1805,-0.538095
-0.00510984,1.54072,-0.630892
0.702702,-0.312019,-0.562891
0.453789,-0.399399,-0.230291
0.0971235,-0.284916,-0.0937775
0.0856529,-0.373123,-0.299122
0.259433,-0.683671,-0.0972226
0.194196,0.145979,0.477493
-0.949059,-0.685598,0.221759
-0.33628,-1.32993,-0.550957
-1.1211,-1.05074,0.215373
